IDUNSPSC,descripcion_esp,descripcion_regional
80101506,Asesoramiento en estructuras organizacionales,Servicios de consultoría de negocios y administración corporativa
80101508,Servicios de asesoramiento sobre  inteligencia empresarial,Servicios de consultoría de negocios y administración corporativa
80101510,Servicio de asesoramiento para la  gestión de riesgo,Servicios de consultoría de negocios y administración corporativa
80101511,Servicio de asesoramiento en recursos humanos,Servicios de consultoría de negocios y administración corporativa
80101601,Estudios de factibilidad o selección de ideas de proyectos,Gerencia de proyectos
80101602,Estudios regionales o locales para proyectos,Gerencia de proyectos
80101603,Evaluación económica o financiera de proyectos ,Gerencia de proyectos
80101604,Planificación o administración de proyectos,Gerencia de proyectos
80101702,Estudios o implementación de productividad y eficacia,Gerencia industrial
80101703,Servicios de estandarización de especificaciones,Gerencia industrial
80101706,Servicios profesionales de adquisiciones ,Gerencia industrial
80111502,Planificación de compensaciones o beneficios,Desarrollo de recursos humanos
80111509,Servicio de evaluación de puestos de trabajo,Desarrollo de recursos humanos
80111601,Asistencia de oficina o administrativa temporal,Servicios de personal temporal
80111602,Necesidades de personal de mercadeo temporal,Servicios de personal temporal
80111604,Necesidades de dotación de personal técnico temporal,Servicios de personal temporal
80111613,Trabajadores manuales temporales,Servicios de personal temporal
80111614,Servicios temporales de ingeniería  ,Servicios de personal temporal
80111618,Servicios temporales de construcción ,Servicios de personal temporal
80111619,Servicios creativos temporales,Servicios de personal temporal
80111620,Servicios temporales de recursos humanos,Servicios de personal temporal
80111621,Servicios temporales de investigación y desarrollo,Servicios de personal temporal
80111623,Servicios temporales de compras y logística ,Servicios de personal temporal
80111624,Dotación de personal de viaje temporal,Servicios de personal temporal
80111701,Servicios de contratación de personal,Reclutamiento de personal
80111704,Necesidades de personal de mercadeo permanente,Reclutamiento de personal
80111706,Asistencia administrativa o de oficina permanente,Reclutamiento de personal
80111712,Especialistas en redes de tecnologías de la información permanentes,Reclutamiento de personal
80111713,Administradores permanentes de bases de datos o de sistemas de tecnologías de la información ,Reclutamiento de personal
80111715,Personal profesional permanente,Reclutamiento de personal
80151502,Expansión comercial,Facilitación del comercio
80151503,Servicios de información comercial,Facilitación del comercio
80151504,Servicios de promoción comercial,Facilitación del comercio
80151505,Empresas multinacionales de comercialización,Facilitación del comercio
80151605,Servicios de consultoría aduanera,Servicios de comercio internacional
81101513,Gestión de construcción de edificios,Ingeniería civil
81121501,Análisis macroeconómico,Análisis económico
81121502,Análisis microeconómico,Análisis económico
80161501,Servicios secretariales o de administración de oficinas  ,Servicios de apoyo gerencial
80161502,Servicios de planificación de reuniones,Servicios de apoyo gerencial
80161503,Servicios de entrada por teclado,Servicios de apoyo gerencial
80161504,Servicios de oficina,Servicios de apoyo gerencial
80161506,Servicios de archivo de datos,Servicios de apoyo gerencial
80161507,Servicios audiovisuales,Servicios de apoyo gerencial
80161508,Servicios de destrucción de documentos,Servicios de apoyo gerencial
80161602,Servicios de recepción o inventariado,Supervisión de instalaciones de negocios
80161603,Gestión o administración de proyectos de mobiliario,Supervisión de instalaciones de negocios
78101501,Transporte nacional aéreo de carga,Transporte de carga aérea
78101502,Transporte internacional aéreo de carga ,Transporte de carga aérea
78101701,Servicios de transporte nacional por buque,Transporte de carga por mar
78101803,Servicios de transporte de vehículos,Transporte de carga por carretera
78131603,Almacenaje de muebles,Almacenamiento de bienes generales
78131804,Servicios de almacenaje de documentos,Bodegaje y almacenamiento especializado
82121505,Impresión promocional o publicitaria,Impresión
82121506,Impresión de publicaciones,Impresión
82121508,Impresión de envolturas, etiquetas, sellos o bolsas
82121701,Servicios de copias en blanco y negro o de cotejo,Fotocopiado
82121702,Servicios de copias a color o de cotejo,Fotocopiado
82121801,Publicación de libros de texto o de investigación,Publicación
82121901,Encuadernación en rústica,Empaste de libros
82121902,Encuadernación espiral,Empaste de libros
82121903,Encuadernación con pegante,Empaste de libros
82121904,Encuadernación por carda o grapa,Empaste de libros
82121905,Restauración o reparación de encuadernaciones,Empaste de libros
82121907,Servicios de encuadernación en vitela,Empaste de libros
84131501,Seguros de edificios o del contenido de edificios,Servicios de seguros para estructuras y propiedades y posesiones
84131503,Seguro de automóviles o camiones,Servicios de seguros para estructuras y propiedades y posesiones
84131504,Seguros de carga,Servicios de seguros para estructuras y propiedades y posesiones
84131506,Servicios de reaseguros,Servicios de seguros para estructuras y propiedades y posesiones
84131508,Seguro de aportación de dinero durante el viaje,Servicios de seguros para estructuras y propiedades y posesiones
84131509,Seguro completo de proyectos,Servicios de seguros para estructuras y propiedades y posesiones
84131510,Seguro a todo riesgo para contratistas,Servicios de seguros para estructuras y propiedades y posesiones
84131511,Seguro de deterioro de valores,Servicios de seguros para estructuras y propiedades y posesiones
84131512,Seguro de equipos electrónicos,Servicios de seguros para estructuras y propiedades y posesiones
84131513,Seguro a todo riesgo de levantamientos,Servicios de seguros para estructuras y propiedades y posesiones
84131514,Seguro de garantía de fidelidad,Servicios de seguros para estructuras y propiedades y posesiones
84131515,Seguro colectivo de joyeros,Servicios de seguros para estructuras y propiedades y posesiones
84131516,Seguro de indemnización profesional,Servicios de seguros para estructuras y propiedades y posesiones
84131601,Seguros de vida,Seguros de vida, salud y accidentes
84131602,Seguros de asistencia médica y hospitalización,Seguros de vida, salud y accidentes
84131603,Seguros de daños personales por accidente,Seguros de vida, salud y accidentes
84131605,Seguro de accidentes de trabajo,Seguros de vida, salud y accidentes
84131606,Seguros de desempleo,Seguros de vida, salud y accidentes
84131607,Seguro de responsabilidad civil,Seguros de vida, salud y accidentes
84131609,Programas de asistencia a empleados,Seguros de vida, salud y accidentes
84121601,Servicios de compensación de fondos,Servicios de transferencia de fondos y canje y cambios
84121607,Servicio financiero de alquiler de operaciones,Servicios de transferencia de fondos y canje y cambios
84121704,Acuerdos de inversiones,Asesoría de inversiones
84121802,Servicios de mercados de productos básicos o de futuros,Servicios de mercados de títulos valores y commodities
84121806,Servicios de custodia de valores,Servicios de mercados de títulos valores y commodities
82101501,Publicidad en vallas,Publicidad impresa
82101504,Publicidad en periódicos,Publicidad impresa
82101601,Publicidad en radio,Publicidad difundida
82101602,Publicidad en televisión,Publicidad difundida
82101603,Publicidad en internet,Publicidad difundida
43222611,Unidades de servicio de canales o información de red,Equipo de servicio de red
43222624,Equipos de conexión cruzada óptica ,Equipo de servicio de red
83111801,Servicios de televisión por cable,Servicios de televisión
83111803,Servicios de construcción o alquiler de antenas de televisión,Servicios de televisión
83111902,Servicios o redes de radioaficionados,Servicios de radio
